id,name,rank,bayesaverage,usersrated,is_expansion
182189,Treasure Hunter,1941,6.239,3262,0
195571,Legendary Encounters: A Firefly Deck Building Game,1942,6.23891,2003,0
158900,Samurai Spirit,1943,6.23873,4989,0
123607,Puzzle Strike: Third Edition,1944,6.23863,1865,0
295577,Dungeon Mayhem: Monster Madness,1945,6.23861,1607,0
352179,Astro Knights,1946,6.23852,1072,0
237,Wooden Ships & Iron Men,1947,6.23852,2131,0
381249,Rebel Princess,1948,6.23766,1411,0
986,Babel,1949,6.23743,4126,0
385680,Path of Civilization,1950,6.23698,1693,0
13308,Niagara,1951,6.23696,8879,0
309430,Tiny Epic Pirates,1952,6.23669,2339,0
27627,Talisman: Revised 4th Edition,1953,6.23631,15769,0
88827,Battle Cry: 150th Civil War Anniversary Edition,1954,6.23629,1260,0
220792,The Expanse Board Game,1955,6.23612,1769,0
335275,Whirling Witchcraft,1956,6.23577,1808,0
1219,Labyrinth,1957,6.23558,14682,0
147253,The Ancient World,1958,6.23443,2251,0
301919,Pandemic: Hot Zone – North America,1959,6.23412,2322,0
360206,Discordia,1960,6.2341,1384,0
338376,A Gest of Robin Hood,1961,6.23378,1053,0
61487,Unconditional Surrender! World War 2 in Europe,1962,6.23365,1035,0
57660,Time's Up! Edición Azul,1963,6.23353,1384,0
180199,"Colonial Twilight: The French-Algerian War, 1954-62",1964,6.2329,1189,0
314582,Amsterdam,1965,6.23288,1090,0
21920,Leonardo da Vinci,1966,6.23245,3450,0
207572,Holland '44: Operation Market-Garden,1967,6.2324,887,0
183685,"Mr. President: The American Presidency, 2001-2020",1968,6.23229,853,0
32125,Felicity: The Cat in the Sack,1969,6.232,5072,0
171011,Favor of the Pharaoh,1970,6.2318,3038,0
41010,My First Carcassonne,1971,6.23176,4522,0
143185,Smash Up: The Obligatory Cthulhu Set,1972,6.23175,3621,0
26457,Successors: The Battles for Alexander's Empire,1973,6.23145,1258,0
319807,Shogun no Katana,1974,6.23136,1104,0
145189,Timeline: Music & Cinema,1975,6.23082,3526,0
274450,Last Aurora,1976,6.23051,1749,0
302312,Chronicles of Crime: 2400,1977,6.23048,1406,0
210274,Petrichor,1978,6.23032,2556,0
701,A House Divided: War Between the States 1861-65,1979,6.23007,2034,0
366752,The Great Split,1980,6.23007,1966,0
22348,Duplik,1981,6.22976,2321,0
339214,No Mercy,1982,6.22928,1829,0
2251,Strat-O-Matic Baseball,1983,6.22922,1227,0
84732,Kariba,1984,6.22921,2146,0
269725,Corinth,1985,6.22917,3294,0
339484,Savannah Park,1986,6.2289,1970,0
411875,Pixies,1987,6.22867,2065,0
259374,Belratti,1988,6.22856,1842,0
340364,Machi Koro 2,1989,6.2282,1976,0
241831,Reykholt,1990,6.22813,3732,0
268504,Adventure Tactics: Domianne's Tower,1991,6.22774,1109,0
15511,Fjords,1992,6.22756,3196,0
402663,Salton Sea,1993,6.22742,1300,0
111417,The Great Heartland Hauling Co.,1994,6.22684,2615,0
284217,Rush M.D.,1995,6.2267,1386,0
1107,Nyet!,1996,6.22646,2847,0
138233,Ascension: Rise of Vigil,1997,6.22638,1801,0
107255,Evo (Second Edition),1998,6.22616,2296,0
267378,Chakra,1999,6.22602,2791,0
175293,Trambahn,2000,6.22501,2246,0
329226,Circadians: Chaos Order,2001,6.22484,975,0
259081,Machi Koro Legacy,2002,6.22473,2477,0
236217,Timebomb,2003,6.22459,1899,0
96007,The New Era,2004,6.22369,1319,0
248005,Ganymede,2005,6.22348,1909,0
254,Empires in Arms,2006,6.22307,1334,0
2808,The Russian Campaign,2007,6.22289,1599,0
356754,Tamashii: Chronicle of Ascend,2008,6.22286,976,0
317311,Switch & Signal,2009,6.22286,1769,0
124172,Tsuro of the Seas,2010,6.22167,6755,0
169611,Love Letter: The Hobbit – The Battle of the Five Armies,2011,6.22157,1890,0
157413,New Bedford,2012,6.22112,2046,0
226501,Dragonfire,2013,6.22087,2559,0
103092,Helvetia,2014,6.22086,2081,0
277597,Fast Sloths,2015,6.22046,1736,0
329716,Eleven: Football Manager Board Game,2016,6.22005,1680,0
321277,Tinners' Trail,2017,6.21969,1812,0
6901,Euchre,2018,6.21918,2787,0
28089,Burg Appenzell,2019,6.21901,2570,0
198487,Smash Up: Cease and Desist,2020,6.21858,1427,0
216497,District Noir,2021,6.21847,2136,0
139771,Star Trek: Attack Wing,2022,6.21821,1949,0
142079,Space Cadets: Dice Duel,2023,6.21812,3070,0
393165,Inferno,2024,6.21785,1070,0
257732,Pax Transhumanity,2025,6.21732,1228,0
362020,Cosmoctopus,2026,6.21709,1727,0
330174,Explorers,2027,6.21698,1725,0
70,Big City,2028,6.21651,2463,0
250881,Dominations: Road to Civilization,2029,6.21626,1411,0
4396,Odin's Ravens,2030,6.21624,3884,0
256320,Fertility,2031,6.21603,1778,0
123499,City of Iron,2032,6.21596,1708,0
230383,Memoarrr!,2033,6.21593,2403,0
526,Abalone,2034,6.21591,7936,0
162009,The U.S. Civil War,2035,6.21574,875,0
903,Hamster Roll,2036,6.21543,2498,0
2393,Xiangqi,2037,6.21532,2187,0
357028,Dungeon Fighter: Second Edition,2038,6.2153,1403,0
163805,Transatlantic,2039,6.21526,1981,0
29937,König von Siam,2040,6.21521,2280,0
266965,Dice Throne: Season Two – Tactician v. Huntress,2041,6.21518,1109,0
216632,Tournament at Camelot,2042,6.21507,1855,0
299963,Picture Perfect,2043,6.21481,2037,0
49,Mamma Mia!,2044,6.21437,6361,0
253618,5-Minute Marvel,2045,6.21432,3125,0
35435,Nefertiti,2046,6.21373,2014,0
249590,Nevsky: Teutons and Rus in Collision 1240-1242,2047,6.21339,914,0
24742,Cold War: CIA vs KGB,2048,6.21338,4209,0
104955,Antike Duellum,2049,6.21245,1870,0
180901,Joraku,2050,6.21228,1633,0
315881,Funfair,2051,6.21194,1364,0
272427,Terramara,2052,6.21183,1524,0
266964,Dice Throne: Season Two – Seraph v. Vampire Lord,2053,6.21173,1058,0
157096,Historia,2054,6.21171,2440,0
240271,Core Space,2055,6.21131,1046,0
256852,Aliens: Another Glorious Day in the Corps,2056,6.21129,1668,0
136280,La Boca,2057,6.21127,2149,0
71074,Expedition: Northwest Passage – HMS Terror Edition,2058,6.21099,2106,0
205610,A Game of Thrones: Hand of the King,2059,6.21005,4551,0
235375,Spirits of the Forest,2060,6.20998,3116,0
122842,Exodus: Proxima Centauri,2061,6.20985,1732,0
202977,Cytosis: A Cell Biology Board Game,2062,6.2095,2288,0
27225,Bananagrams,2063,6.20906,12428,0
180852,Tiny Epic Western,2064,6.20829,4316,0
120,Hoity Toity,2065,6.20826,5404,0
91984,Québec,2066,6.2082,1676,0
359394,My Island,2067,6.20793,1334,0
174078,Holmes: Sherlock & Mycroft,2068,6.20792,2863,0
265256,PUSH,2069,6.2075,2581,0
220367,Empyreal: Spells & Steam,2070,6.20713,1288,0
38386,A Castle for All Seasons,2071,6.20575,3102,0
330084,Unlock!: Legendary Adventures,2072,6.20565,1167,0
303672,Trek 12: Himalaya,2073,6.20548,2660,0
327056,Unlock! Kids: Detective Stories,2074,6.2053,1026,0
127997,Qin,2075,6.20459,2596,0
266722,Rumble Nation,2076,6.2043,1243,0
203430,Fuji Flush,2077,6.20419,3649,0
223376,A Song of Ice & Fire: Tabletop Miniatures Game – Stark vs Lannister Starter Set,2078,6.20418,1084,0
238546,The Rise of Queensdale,2079,6.20378,1305,0
243430,Dealt!,2080,6.20364,1825,0
230305,Unlock!: Mystery Adventures – The Tonipal's Treasure,2081,6.20318,2025,0
1662,"Napoléon: The Waterloo Campaign, 1815",2082,6.20286,1384,0
35503,Ra: The Dice Game,2083,6.20238,2644,0
66588,Wits & Wagers Family,2084,6.20228,2185,0
352454,Trailblazers,2085,6.20156,1803,0
233208,D-Day Dice (Second Edition),2086,6.20145,1349,0
21551,SPQR (Deluxe Edition),2087,6.20144,908,0
171726,Project: ELITE,2088,6.20134,1175,0
155695,Age of War,2089,6.20096,8157,0
320718,Hidden Leaders,2090,6.20081,3448,0
343526,G.I. JOE Deck-Building Game,2091,6.20071,1187,0
271519,Ecosystem,2092,6.20041,1887,0
112138,Krosmaster: Arena,2093,6.1986,3767,0
216428,Seikatsu,2094,6.19855,2108,0
180592,Steam Time,2095,6.19848,1835,0
295488,Andor: The Family Fantasy Game,2096,6.1982,1524,0
37907,Diamonds Club,2097,6.19792,1820,0
363183,Tokaido Duo,2098,6.19771,1332,0
16267,Trans Europa,2099,6.19745,3449,0
3931,Mare Nostrum,2100,6.19736,3250,0
204184,Risk: Europe,2101,6.19724,1667,0
19622,A Victory Lost: Crisis in Ukraine 1942-1943,2102,6.19708,1122,0
351538,Bamboo,2103,6.19676,1717,0
273703,Altar Quest,2104,6.19676,1280,0
358085,Village Rails,2105,6.19672,1442,0
85005,The Boss,2106,6.19613,2707,0
37387,Steel Driver,2107,6.1961,1963,0
128667,Samurai Sword,2108,6.19592,4032,0
361788,First in Flight,2109,6.19566,1175,0
42673,Field Commander: Napoleon,2110,6.19555,1110,0
278553,Silver,2111,6.19509,1954,0
66510,The Red Dragon Inn 3,2112,6.19475,1887,0
270847,Set & Match,2113,6.19431,1323,0
322561,Dice Throne: Season One ReRolled – Barbarian v. Moon Elf,2114,6.19422,1173,0
390340,Challengers! Beach Cup,2115,6.1935,953,0
342032,Wild Tiled West,2116,6.19324,1054,0
145588,Citrus,2117,6.19311,1716,0
63759,Seeland,2118,6.19306,2118,0
41863,Axis & Allies: 1942,2119,6.1928,2960,0
163370,Carcassonne: Gold Rush,2120,6.19266,1653,0
140,Pit,2121,6.19261,9753,0
300583,Village Green,2122,6.19253,2174,0
113289,Snake Oil,2123,6.19249,3473,0
337,Circus Flohcati,2124,6.19244,3259,0
1887,Legend of the Five Rings,2125,6.19226,1717,0
340,Frank's Zoo,2126,6.19215,3783,0
1032,B-17: Queen of the Skies,2127,6.19168,2094,0
1117,You're Bluffing!,2128,6.19149,4475,0
285894,Bravo!,2129,6.19104,1573,0
146418,Warhammer: Diskwars,2130,6.19102,2039,0
253664,Taco Cat Goat Cheese Pizza,2131,6.19095,6688,0
37358,Founding Fathers,2132,6.19079,1964,0
38992,Royal Palace,2133,6.19068,2240,0
146221,Forge War,2134,6.19054,1641,0
383206,Freelancers: A Crossroads Game,2135,6.19036,941,0
226634,The Thing: Infection at Outpost 31,2136,6.18996,1785,0
227466,Break the Code,2137,6.18986,1777,0
730,Breakout: Normandy,2138,6.18933,1068,0
274428,Gaslands: Refuelled,2139,6.18923,814,0
157,Eurorails,2140,6.18902,1852,0
197097,Four Against Darkness,2141,6.18824,1695,0
323613,LUNA Capital,2142,6.18811,1739,0
385331,Creature Caravan,2143,6.18765,850,0
36648,Pyramid of Pengqueen,2144,6.18751,2171,0
174973,Boss Monster 2: The Next Level,2145,6.18717,3961,0
205125,Ticket to Ride: First Journey (U.S.),2146,6.18706,2524,0
173761,Telestrations After Dark,2147,6.18639,1920,0
218208,Ticket to Ride: First Journey (Europe),2148,6.18549,1994,0
211716,John Company,2149,6.18549,1311,0
402283,Courtisans,2150,6.18511,1394,0
242653,Mysthea,2151,6.1851,1220,0
192945,Coal Baron: The Great Card Game,2152,6.18509,1714,0
113636,Edo,2153,6.18506,1767,0
75358,SNCF: France & Germany,2154,6.18487,3147,0
208773,Quartermaster General: 1914,2155,6.18472,1130,0
324914,Inside Job,2156,6.18437,1733,0
262114,Rival Restaurants,2157,6.18409,1580,0
12477,Bootleggers,2158,6.1838,3275,0
33154,Wasabi!,2159,6.18328,4890,0
138649,DC Comics Dice Masters: Justice League,2160,6.18296,1424,0
403754,Middle Ages,2161,6.18167,1524,0
406291,스플렌더: Pokémon (Splendor: Pokémon),2162,6.18092,873,0
155969,Harbour,2163,6.18075,5267,0
181345,Dr. Eureka,2164,6.18067,4138,0
322588,Origins: First Builders,2165,6.18047,1769,0
9441,Ribbit,2166,6.18046,2814,0
24703,Heroscape Marvel: The Conflict Begins,2167,6.18045,1952,0
160902,Dungeons & Dragons Dice Masters: Battle for Faerûn,2168,6.1795,1499,0
22192,HeroQuest Advanced Quest,2169,6.17936,1782,0
38765,Ground Floor,2170,6.17901,1772,0
592,Spades,2171,6.17806,2604,0
381819,Zhanguo: The First Empire,2172,6.17792,843,0
218293,Rise to Nobility,2173,6.17779,2046,0
273910,Stars of Akarios,2174,6.1777,981,0
253684,Spring Meadow,2175,6.17737,1758,0
98918,Bios: Genesis,2176,6.17727,1751,0
6887,Hearts,2177,6.17702,4737,0
287589,Red Outpost,2178,6.17701,2217,0
263895,City of the Great Machine,2179,6.17637,1069,0
136955,Hands in the Sea,2180,6.17612,928,0
249763,Claim 2,2181,6.17583,1989,0
195528,La Granja: No Siesta,2182,6.17576,2447,0
128442,Relic,2183,6.17575,3395,0
163,Balderdash,2184,6.17538,6411,0
401216,Cascadero,2185,6.17525,1217,0
179303,Cthulhu Realms,2186,6.1748,3312,0
256804,Exploding Kittens: Party Pack,2187,6.1747,2221,0
85325,Kolejka,2188,6.17465,3906,0
242529,Medium,2189,6.1741,2338,0
155255,Pax Pamir,2190,6.17392,1283,0
84,Rommel in the Desert,2191,6.17385,1106,0
34585,Keltis,2192,6.17366,6664,0
56931,Arena: Roma II,2193,6.17323,2164,0
31105,Archaeology: The Card Game,2194,6.17322,3233,0
330036,Great Plains,2195,6.17297,1640,0
369548,After Us,2196,6.17171,2359,0
143401,Yunnan,2197,6.17145,1524,0
118695,Riff Raff,2198,6.17118,2023,0
283934,Exit: The Game – Theft on the Mississippi,2199,6.17113,1621,0
336131,Halls of Hegra,2200,6.17111,790,0
198287,Legends of Andor: The Last Hope,2201,6.17075,1020,0
408180,Shackleton Base: A Journey to the Moon,2202,6.16989,818,0
181819,Sorcerer,2203,6.16972,1626,0
73,Show Manager,2204,6.16881,1826,0
28259,Cutthroat Caverns,2205,6.16874,5084,0
232,Serenissima,2206,6.16872,2332,0
144529,Theseus: The Dark Orbit,2207,6.16839,1860,0
172933,Dragonwood,2208,6.16833,4896,0
229713,War Room,2209,6.16831,896,0
143404,Castellion,2210,6.16796,2164,0
249,Lifeboats,2211,6.16781,3713,0
212346,Shadows of Brimstone: Forbidden Fortress,2212,6.16749,789,0
227072,The Chameleon,2213,6.16718,5423,0
63543,Horus Heresy,2214,6.16718,1772,0
157026,Ascension: Realms Unraveled,2215,6.167,1187,0
153507,Terra,2216,6.16694,2332,0
341496,Caesar's Empire,2217,6.1669,1395,0
168681,Beyond Baker Street,2218,6.16682,2258,0
6205,Europe Engulfed: WWII European Theatre Block Game,2219,6.1665,1310,0
366495,Undaunted: Battle of Britain,2220,6.16612,892,0
222407,Lignum (Second Edition),2221,6.16565,963,0
142961,Thunderstone Advance: Numenera,2222,6.16554,1391,0
442,Um Reifenbreite,2223,6.16511,2436,0
302520,Hues and Cues,2224,6.16398,4890,0
34707,The Hanging Gardens,2225,6.16383,2346,0
176558,Mafia de Cuba,2226,6.16378,4462,0
293348,Flesh and Blood,2227,6.16271,989,0
226605,Fire Tower,2228,6.16267,2032,0
142271,Anomia: Party Edition,2229,6.1623,1740,0
281152,On the Underground: London / Berlin,2230,6.16223,1359,0
315060,Unmatched: Buffy the Vampire Slayer,2231,6.16181,1204,0
285775,KeyForge: Worlds Collide,2232,6.16153,1250,0
261594,Warhammer Underworlds: Nightvault,2233,6.16152,1024,0
198190,Kepler-3042,2234,6.16123,1367,0
193737,Star Trek Panic,2235,6.16117,1912,0
308989,Bristol 1350,2236,6.16117,2150,0
12589,Ratzia,2237,6.16103,2056,0
238393,Monolith Arena,2238,6.16081,1377,0
184824,Gaslands: Post-Apocalyptic Vehicular Combat,2239,6.16066,855,0
120217,City of Horror,2240,6.16036,3178,0
22245,Royal Visit,2241,6.16034,2767,0
215312,Stop Thief!,2242,6.16025,1922,0
32412,Palastgeflüster,2243,6.16009,2432,0
67239,Catan Histories: Settlers of America – Trails to Rails,2244,6.15974,2536,0
65564,Hornet Leader: Carrier Air Operations,2245,6.15965,962,0
397897,Horrified: Greek Monsters,2246,6.15938,1103,0
187273,The Dresden Files Cooperative Card Game,2247,6.15909,1888,0
412865,Foundations of Metropolis,2248,6.15907,914,0
231696,Bob Ross: Art of Chill Game,2249,6.15892,2776,0
472,DungeonQuest,2250,6.15845,2885,0
381308,Dixit: Disney Edition,2251,6.15832,1242,0
466,Inkognito,2252,6.15827,3496,0
17710,Conquest of the Empire,2253,6.15821,3078,0
277458,Kluster,2254,6.1581,3369,0
169318,City of Spies: Estoril 1942,2255,6.1574,1748,0
125752,Race! Formula 90,2256,6.15705,906,0
206150,1754: Conquest – The French and Indian War,2257,6.15658,944,0
313262,Shamans,2258,6.15634,2074,0
291847,Mantis Falls,2259,6.15628,1559,0
198525,Lotus,2260,6.15614,3041,0
415776,Kingdom Legacy: Feudal Kingdom,2261,6.15609,684,0
356952,Empire's End,2262,6.15591,1793,0
386366,Shipwrights of the North Sea: Redux,2263,6.15583,948,0
118174,Compounded,2264,6.15577,2822,0
21133,Infinity N3: Core Book,2265,6.15554,851,0
362976,Beacon Patrol,2266,6.15493,1521,0
392449,Welcome To...: Collector's Edition,2267,6.15478,690,0
36522,2 de Mayo,2268,6.15444,2000,0
348554,Autobahn,2269,6.15389,1694,0
223049,Custom Heroes,2270,6.15349,2276,0
238656,Tiny Epic Defenders (Second Edition),2271,6.15325,1847,0
156496,March of the Ants,2272,6.15317,1584,0
7858,Ardennes '44: The Battle of the Bulge,2273,6.15303,850,0
144239,Impulse,2274,6.15276,2183,0
361850,Nimalia,2275,6.15239,1592,0
382518,Sankoré: The Pride of Mansa Musa,2276,6.15233,848,0
715,Escape from Colditz,2277,6.15217,3467,0
331212,Aeon's End: Legacy of Gravehold,2278,6.15154,775,0
216070,Hunt for the Ring,2279,6.15141,1671,0
210290,Legendary: Buffy The Vampire Slayer,2280,6.15094,1143,0
205158,Codenames: Deep Undercover,2281,6.15082,3750,0
225167,Human Punishment: Social Deduction 2.0,2282,6.14986,1819,0
370789,Nova Roma,2283,6.1494,882,0
279869,Nine Tiles Panic,2284,6.14921,1839,0
169416,Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set,2285,6.14918,1206,0
168998,Marvel Dice Masters: Age of Ultron,2286,6.14912,1418,0
137330,Cube Quest,2287,6.14895,2239,0
19526,Elasund: The First City,2288,6.14893,3353,0
134157,Guilds of London,2289,6.14856,2343,0
187653,Covert,2290,6.14852,1635,0
40393,FITS,2291,6.14739,3328,0
320,Scrabble,2292,6.1473,33514,0
253635,Ragusa,2293,6.14713,1857,0
187680,Quests of Valeria,2294,6.14681,1953,0
252556,Bosk,2295,6.14681,2162,0
9910,Wings of War: Watch Your Back!,2296,6.14664,1818,0
193739,Jórvík,2297,6.14646,2355,0
364641,Joan of Arc: Orléans Draw & Write,2298,6.14643,1342,0
12692,Gloom,2299,6.14641,16060,0
229218,A Game of Thrones: Catan – Brotherhood of the Watch,2300,6.14637,1784,0
71061,DungeonQuest (Third Edition),2301,6.14626,3382,0
292126,Excavation Earth,2302,6.14563,1504,0
189660,XenoShyft: Dreadmire,2303,6.14561,1472,0
1234,Once Upon a Time: The Storytelling Card Game,2304,6.14546,9061,0
271060,Pathfinder Adventure Card Game: Core Set,2305,6.14527,1139,0
109291,Sails of Glory,2306,6.14514,1181,0
252877,Wreck Raiders,2307,6.14426,1298,0
153318,Dimension,2308,6.14385,2088,0
144553,The Builders: Middle Ages,2309,6.14264,4642,0
310789,Catapult Feud,2310,6.14238,1715,0
276086,Hamlet: The Village Building Game,2311,6.14195,2315,0
141736,Sail to India,2312,6.14187,2683,0
207207,Glüx,2313,6.14147,1514,0
261393,Dungeon Universalis,2314,6.14142,932,0
299607,Capital Lux 2: Generations,2315,6.14141,964,0
65515,Nuns on the Run,2316,6.14118,4203,0
295948,Aqualin,2317,6.14093,1818,0
3720,Subbuteo,2318,6.14064,1889,0
128,Take it Easy!,2319,6.14041,3333,0
39217,Fighting Formations: Grossdeutschland Motorized Infantry Division,2320,6.14028,1015,0
405537,DroPolter,2321,6.14011,1505,0
131904,Heart of Crown,2322,6.1399,1139,0
383467,Unmatched: Brains and Brawn,2323,6.13981,723,0
23679,"Warriors of God: The Wars of England & France, 1135-1453",2324,6.13927,1128,0
40760,Alea Iacta Est,2325,6.13903,2801,0
21954,Perikles,2326,6.13879,1915,0
282435,1882: Assiniboia,2327,6.13823,718,0
370581,Fractured Sky,2328,6.13784,1123,0
220775,Codenames: Disney – Family Edition,2329,6.13749,3234,0
300751,Mini Express,2330,6.13717,1249,0
32666,Wealth of Nations,2331,6.13671,1831,0
248918,Court of the Dead: Mourners Call,2332,6.1367,1120,0
285036,Shadow Kingdoms of Valeria,2333,6.13657,952,0
228959,Alubari: A Nice Cup of Tea,2334,6.13614,1352,0
302336,Marvel Villainous: Infinite Power,2335,6.13607,2915,0
180771,Teenage Mutant Ninja Turtles: Shadows of the Past,2336,6.13606,1329,0
130060,Ohne Furcht und Adel Sonderausgabe,2337,6.13573,1698,0
306321,Night of the Ninja,2338,6.13568,1432,0
159581,Maskmen,2339,6.13544,1831,0
204574,The Flow of History,2340,6.13507,2362,0
267058,300: Earth & Water,2341,6.13471,1137,0
65282,Tanto Cuore,2342,6.13438,2258,0
36811,The Princes of Machu Picchu,2343,6.13417,1728,0
320527,Dice Throne: Season One ReRolled – Treant v. Ninja,2344,6.13395,878,0
37141,Time's Up! Deluxe,2345,6.1338,1035,0
41749,American Rails,2346,6.1337,1076,0
317504,Mandala Stones,2347,6.13355,1993,0
216597,Flatline,2348,6.13315,1494,0
262547,Don't Get Got!,2349,6.13303,1727,0
313807,Oros,2350,6.13299,1305,0
68182,Isla Dorada,2351,6.13295,2550,0
340897,Resurgence,2352,6.1329,922,0
314580,Hamburg,2353,6.13289,1018,0
125921,Catan: Junior,2354,6.13288,3566,0
231327,The Grizzled: Armistice Edition,2355,6.13287,922,0
155463,DC Deck-Building Game: Forever Evil,2356,6.13275,1459,0
1111,Taboo,2357,6.13244,13354,0
157958,DungeonQuest: Revised Edition,2358,6.13218,1594,0
180564,Carcassonne: Star Wars,2359,6.13213,2618,0
195503,City of Iron: Second Edition,2360,6.13211,1287,0
335427,Wild: Serengeti,2361,6.13203,1787,0
6819,Skat,2362,6.13141,1315,0
111105,Agents of SMERSH,2363,6.13138,1691,0
13551,Oltre Mare,2364,6.1313,2793,0
3353,WW2: Barbarossa to Berlin,2365,6.13128,1314,0
224904,Sunset Over Water,2366,6.13116,1755,0
1295,Pente,2367,6.13102,3161,0
16772,Mall of Horror,2368,6.13097,3046,0
218920,Valletta,2369,6.1309,1676,0
220632,Monster Slaughter,2370,6.13086,1755,0
359029,Nekojima,2371,6.13061,1299,0
230791,Time of Legends: Joan of Arc,2372,6.1306,1304,0
249411,Cuzco,2373,6.13029,1104,0
207729,The Edge: Dawnfall,2374,6.1295,875,0
123096,Space Cadets,2375,6.12918,3399,0
222219,Kero,2376,6.12915,1579,0
350185,Draft & Write Records,2377,6.12904,1230,0
166286,Bottom of the 9th,2378,6.12894,2549,0
193322,Master of Orion: The Board Game,2379,6.12879,1917,0
342372,The Elder Scrolls V: Skyrim – The Adventure Game,2380,6.12876,1141,0
173156,Timeline Challenge,2381,6.12857,1582,0
234260,Prey Another Day,2382,6.12805,1839,0
304531,Ascension Tactics: Miniatures Deckbuilding Game,2383,6.12804,883,0
129459,Duel of Ages II,2384,6.12803,1244,0
391795,Kinfire Delve: Vainglory's Grotto,2385,6.12793,886,0
191972,Dynasties: Heirate & Herrsche,2386,6.12791,1272,0
292974,Tournament at Avalon,2387,6.12777,1242,0
247585,Waste Knights: Second Edition,2388,6.12737,1178,0
91620,Pastiche,2389,6.12702,2124,0
209001,Monster Lands,2390,6.127,1454,0
191925,Bandido,2391,6.12689,6311,0
352764,Disney Villainous: Bigger and Badder,2392,6.12682,1218,0
255615,GoodCritters,2393,6.12677,1655,0
559,Metro,2394,6.12655,6494,0
325348,Successors (Fourth Edition),2395,6.12654,802,0
68820,Enemy Action: Ardennes,2396,6.12625,641,0
322562,Dice Throne: Season One ReRolled – Monk v. Paladin,2397,6.12616,899,0
245658,Unicorn Fever,2398,6.12608,1742,0
62220,Urban Sprawl,2399,6.1258,2131,0
124052,Cinque Terre,2400,6.12544,1483,0
86246,Drum Roll,2401,6.12488,1884,0
280748,Escape the Dark Sector,2402,6.12486,1379,0
46255,Campaign Manager 2008,2403,6.12466,2748,0
1563,Rise and Decline of the Third Reich,2404,6.12399,2086,0
1442,Victory in the Pacific,2405,6.12358,1330,0
408547,Things in Rings,2406,6.12353,1239,0
166317,Time of Soccer,2407,6.123,950,0
54361,Heroscape Master Set:  Battle for the Underdark,2408,6.12282,1069,0
25224,Hermagor,2409,6.12266,1834,0
322563,Dice Throne: Season One ReRolled – Pyromancer v. Shadow Thief,2410,6.12265,901,0
42124,Dungeon Twister 2: Prison,2411,6.12208,1238,0
209660,Dungeon Alliance,2412,6.12167,1150,0
303051,Godzilla: Tokyo Clash,2413,6.12131,1592,0
343322,Exit: The Game – Advent Calendar: The Hunt for the Golden Book,2414,6.12115,850,0
98315,The Adventurers: The Pyramid of Horus,2415,6.121,2128,0
395623,Harvest,2416,6.12079,1107,0
424,1870: Railroading Across the Trans Mississippi from 1870,2417,6.12068,1068,0
224272,Hellapagos,2418,6.12023,3491,0
400205,5 Towers,2419,6.12003,2059,0
373600,Cthulhu: Death May Die – Fear of the Unknown,2420,6.11976,558,0
71906,Castaways,2421,6.11961,1773,0
31624,League of Six,2422,6.1195,1970,0
254683,Dodos Riding Dinos,2423,6.11909,1453,0
185538,Tsukuyumi: Full Moon Down,2424,6.11895,1002,0
7,Cathedral,2425,6.11894,3682,0
144826,Zombie 15',2426,6.1188,2216,0
322589,Zapotec,2427,6.1188,1307,0
350948,Familiar Tales,2428,6.11774,955,0
104581,Panic on Wall Street!,2429,6.11742,1578,0
281960,Kingdomino Duel,2430,6.11736,2400,0
12005,Around the World in 80 Days,2431,6.11734,3341,0
153064,Good Cop Bad Cop,2432,6.11682,3377,0
118063,Android: Infiltration,2433,6.11674,3756,0
191963,Thunder & Lightning,2434,6.11659,1284,0
177354,Frostgrave,2435,6.1162,876,0
317231,Monasterium,2436,6.11617,1130,0
225818,Mini Rails,2437,6.11562,1709,0
325810,Ascension: 10 Year Anniversary Edition,2438,6.11541,878,0
168788,Rum & Bones,2439,6.11461,1913,0
199904,Pericles: The Peloponnesian Wars,2440,6.11415,883,0
112686,Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre,2441,6.11403,6829,0
15954,Conquest of Paradise,2442,6.11398,1665,0
66171,Dragonheart,2443,6.11394,3702,0
119391,Il Vecchio,2444,6.1139,1697,0
214032,Founders of Gloomhaven,2445,6.11352,3223,0
231567,Now Boarding,2446,6.1132,1511,0
81640,Florenza,2447,6.1126,1083,0
54307,Chronicle,2448,6.11256,1980,0
270143,Kōhaku,2449,6.11254,966,0
286428,"Wits & Wagers: It's Vegas, Baby!",2450,6.11241,1040,0
382,Heimlich & Co.,2451,6.11232,3965,0
31552,Wings of War: Deluxe Set,2452,6.11221,1208,0
172737,High Frontier (Third Edition),2453,6.11221,706,0
130,Iron Dragon,2454,6.11194,1682,0
114031,Copycat,2455,6.11191,2259,0
15600,Sardegna,2456,6.11158,1597,0
192802,Days of Ire: Budapest 1956,2457,6.11157,1182,0
355200,Marvel Zombies: X-Men Resistance,2458,6.11138,637,0
122240,Last Night on Earth: Timber Peak,2459,6.11134,994,0
316622,Gods Love Dinosaurs,2460,6.11094,1616,0
2961,Confusion: Espionage and Deception in the Cold War,2461,6.11083,1401,0
345155,Bruxelles 1893: Belle Époque,2462,6.11074,726,0
102237,Drako: Dragon & Dwarves,2463,6.11057,2680,0
40237,Long Shot,2464,6.11043,2325,0
620,We the People,2465,6.11035,1152,0
